,Token_ID,Token,Lemma,POS,POS_TAG,Dependency_Head,Dependency_Label,idx_sent,Negation_cue,next,prev,trigram,trigram_list,prev_bigram,prev_bigram_list,next_bigram,next_bigram_list,HECT,HECA
12499,35,own,own,ADJ,JJ,37,amod,737,O,their,identity,their own identity,"['their', 'own', 'identity']",their own,"['their', 'own']",own identity,"['own', 'identity']",0,0
12500,36,identity,identity,NOUN,NN,43,nsubjpass,737,O,own,would,own identity would,"['own', 'identity', 'would']",own identity,"['own', 'identity']",identity would,"['identity', 'would']",0,0
12501,37,would,would,AUX,MD,43,aux,737,O,identity,at,identity would at,"['identity', 'would', 'at']",identity would,"['identity', 'would']",would at,"['would', 'at']",0,0
12502,38,at,at,ADP,IN,40,advmod,737,O,would,once,would at once,"['would', 'at', 'once']",would at,"['would', 'at']",at once,"['at', 'once']",0,0
12503,39,once,once,ADV,RB,43,advmod,737,O,at,be,at once be,"['at', 'once', 'be']",at once,"['at', 'once']",once be,"['once', 'be']",0,0
12504,40,be,be,AUX,VB,43,auxpass,737,O,once,publicly,once be publicly,"['once', 'be', 'publicly']",once be,"['once', 'be']",be publicly,"['be', 'publicly']",0,0
12505,41,publicly,publicly,ADV,RB,43,advmod,737,O,be,disclosed,be publicly disclosed,"['be', 'publicly', 'disclosed']",be publicly,"['be', 'publicly']",publicly disclosed,"['publicly', 'disclosed']",0,0
12506,42,disclosed,disclose,VERB,VBN,25,ccomp,737,O,publicly,and,publicly disclosed and,"['publicly', 'disclosed', 'and']",publicly disclosed,"['publicly', 'disclosed']",disclosed and,"['disclosed', 'and']",0,0
12507,43,and,and,CCONJ,CC,43,cc,737,O,disclosed,they,disclosed and they,"['disclosed', 'and', 'they']",disclosed and,"['disclosed', 'and']",and they,"['and', 'they']",0,0
12508,44,they,they,PRON,PRP,47,nsubj,737,O,and,would,and they would,"['and', 'they', 'would']",and they,"['and', 'they']",they would,"['they', 'would']",0,0
12509,45,would,would,AUX,MD,47,aux,737,O,they,be,they would be,"['they', 'would', 'be']",they would,"['they', 'would']",would be,"['would', 'be']",0,0
12510,46,be,be,AUX,VB,43,conj,737,O,would,open,would be open,"['would', 'be', 'open']",would be,"['would', 'be']",be open,"['be', 'open']",0,0
12511,47,open,open,ADJ,JJ,47,acomp,737,O,be,to,be open to,"['be', 'open', 'to']",be open,"['be', 'open']",open to,"['open', 'to']",0,0
12512,48,to,to,ADP,IN,48,prep,737,O,open,further,open to further,"['open', 'to', 'further']",open to,"['open', 'to']",to further,"['to', 'further']",0,0
12513,49,further,further,ADJ,JJ,51,amod,737,O,to,attacks,to further attacks,"['to', 'further', 'attacks']",to further,"['to', 'further']",further attacks,"['further', 'attacks']",0,0
12514,50,attacks,attack,NOUN,NNS,49,pobj,737,O,further,.,further attacks .,"['further', 'attacks', '.']",further attacks,"['further', 'attacks']",attacks .,"['attacks', '.']",0,0
12515,51,.,.,PUNCT,.,25,punct,737,O,attacks,With,attacks . With,"['attacks', '.', 'With']",attacks .,"['attacks', '.']",. With,"['.', 'With']",0,0
12516,0,With,with,ADP,IN,10,prep,738,O,.,the,. With the,"['.', 'With', 'the']",. With,"['.', 'With']",With the,"['With', 'the']",0,0
12517,1,the,the,DET,DT,3,det,738,O,With,death,With the death,"['With', 'the', 'death']",With the,"['With', 'the']",the death,"['the', 'death']",0,0
12518,2,death,death,NOUN,NN,1,pobj,738,O,the,of,the death of,"['the', 'death', 'of']",the death,"['the', 'death']",death of,"['death', 'of']",0,0
12519,3,of,of,ADP,IN,3,prep,738,O,death,Garcia,death of Garcia,"['death', 'of', 'Garcia']",death of,"['death', 'of']",of Garcia,"['of', 'Garcia']",0,0
12520,4,Garcia,Garcia,PROPN,NNP,4,pobj,738,O,of,",","of Garcia ,","['of', 'Garcia', ',']",of Garcia,"['of', 'Garcia']","Garcia ,","['Garcia', ',']",0,0
12521,5,",",",",PUNCT,",",10,punct,738,O,Garcia,the,"Garcia , the","['Garcia', ',', 'the']","Garcia ,","['Garcia', ',']",", the","[',', 'the']",0,0
12522,6,the,the,DET,DT,8,det,738,O,",",pursuit,", the pursuit","[',', 'the', 'pursuit']",", the","[',', 'the']",the pursuit,"['the', 'pursuit']",0,0
12523,7,pursuit,pursuit,NOUN,NN,10,nsubj,738,O,the,might,the pursuit might,"['the', 'pursuit', 'might']",the pursuit,"['the', 'pursuit']",pursuit might,"['pursuit', 'might']",0,0
12524,8,might,might,AUX,MD,10,aux,738,O,pursuit,cease,pursuit might cease,"['pursuit', 'might', 'cease']",pursuit might,"['pursuit', 'might']",might cease,"['might', 'cease']",0,0
12525,9,cease,cease,VERB,VB,0,ROOT,738,O,might,",","might cease ,","['might', 'cease', ',']",might cease,"['might', 'cease']","cease ,","['cease', ',']",0,0
12526,10,",",",",PUNCT,",",10,punct,738,O,cease,since,"cease , since","['cease', ',', 'since']","cease ,","['cease', ',']",", since","[',', 'since']",0,0
12527,11,since,since,SCONJ,IN,17,mark,738,O,",",such,", since such","[',', 'since', 'such']",", since","[',', 'since']",since such,"['since', 'such']",0,0
12528,12,such,such,DET,PDT,15,predet,738,O,since,a,since such a,"['since', 'such', 'a']",since such,"['since', 'such']",such a,"['such', 'a']",0,0
12529,13,a,a,DET,DT,15,det,738,O,such,death,such a death,"['such', 'a', 'death']",such a,"['such', 'a']",a death,"['a', 'death']",0,0
12530,14,death,death,NOUN,NN,17,nsubj,738,O,a,might,a death might,"['a', 'death', 'might']",a death,"['a', 'death']",death might,"['death', 'might']",0,0
12531,15,might,might,AUX,MD,17,aux,738,O,death,frighten,death might frighten,"['death', 'might', 'frighten']",death might,"['death', 'might']",might frighten,"['might', 'frighten']",0,0
12532,16,frighten,frighten,VERB,VB,10,advcl,738,O,might,others,might frighten others,"['might', 'frighten', 'others']",might frighten,"['might', 'frighten']",frighten others,"['frighten', 'others']",0,0
12533,17,others,other,NOUN,NNS,17,dobj,738,O,frighten,from,frighten others from,"['frighten', 'others', 'from']",frighten others,"['frighten', 'others']",others from,"['others', 'from']",0,0
12534,18,from,from,ADP,IN,17,prep,738,O,others,the,others from the,"['others', 'from', 'the']",others from,"['others', 'from']",from the,"['from', 'the']",0,0
12535,19,the,the,DET,DT,21,det,738,O,from,task,from the task,"['from', 'the', 'task']",from the,"['from', 'the']",the task,"['the', 'task']",0,0
12536,20,task,task,NOUN,NN,19,pobj,738,O,the,.,the task .,"['the', 'task', '.']",the task,"['the', 'task']",task .,"['task', '.']",0,0
12537,21,.,.,PUNCT,.,10,punct,738,O,task,"""","task . ""","['task', '.', '""']",task .,"['task', '.']",". ""","['.', '""']",0,0
12538,0,"""","""",PUNCT,``,6,punct,739,O,.,All,". "" All","['.', '""', 'All']",". ""","['.', '""']",""" All","['""', 'All']",0,0
12539,1,All,all,PRON,DT,6,nsubj,739,O,"""",would,""" All would","['""', 'All', 'would']",""" All","['""', 'All']",All would,"['All', 'would']",0,0
12540,2,would,would,AUX,MD,6,aux,739,O,All,now,All would now,"['All', 'would', 'now']",All would,"['All', 'would']",would now,"['would', 'now']",0,0
12541,3,now,now,ADV,RB,6,advmod,739,O,would,have,would now have,"['would', 'now', 'have']",would now,"['would', 'now']",now have,"['now', 'have']",0,0
12542,4,have,have,AUX,VB,6,aux,739,O,now,been,now have been,"['now', 'have', 'been']",now have,"['now', 'have']",have been,"['have', 'been']",0,0
12543,5,been,be,AUX,VBN,0,ROOT,739,O,have,well,have been well,"['have', 'been', 'well']",have been,"['have', 'been']",been well,"['been', 'well']",0,0
12544,6,well,well,ADJ,JJ,6,acomp,739,O,been,for,been well for,"['been', 'well', 'for']",been well,"['been', 'well']",well for,"['well', 'for']",0,0
12545,7,for,for,ADP,IN,6,prep,739,O,well,them,well for them,"['well', 'for', 'them']",well for,"['well', 'for']",for them,"['for', 'them']",0,0
12546,8,them,they,PRON,PRP,8,pobj,739,O,for,had,for them had,"['for', 'them', 'had']",for them,"['for', 'them']",them had,"['them', 'had']",0,0
12547,9,had,have,VERB,VBD,6,conj,739,O,them,it,them had it,"['them', 'had', 'it']",them had,"['them', 'had']",had it,"['had', 'it']",0,0
12548,10,it,it,PRON,PRP,13,nsubj,739,O,had,not,had it not,"['had', 'it', 'not']",had it,"['had', 'it']",it not,"['it', 'not']",0,0
12549,11,not,not,PART,RB,13,neg,739,B-NEG,it,been,it not been,"['it', 'not', 'been']",it not,"['it', 'not']",not been,"['not', 'been']",1,0
12550,12,been,be,AUX,VBN,10,ccomp,739,O,not,for,not been for,"['not', 'been', 'for']",not been,"['not', 'been']",been for,"['been', 'for']",0,0
12551,13,for,for,ADP,IN,13,prep,739,O,been,my,been for my,"['been', 'for', 'my']",been for,"['been', 'for']",for my,"['for', 'my']",0,0
12552,14,my,my,PRON,PRP$,16,poss,739,O,for,knowledge,for my knowledge,"['for', 'my', 'knowledge']",for my,"['for', 'my']",my knowledge,"['my', 'knowledge']",0,0
12553,15,knowledge,knowledge,NOUN,NN,14,pobj,739,O,my,of,my knowledge of,"['my', 'knowledge', 'of']",my knowledge,"['my', 'knowledge']",knowledge of,"['knowledge', 'of']",0,0
12554,16,of,of,ADP,IN,16,prep,739,O,knowledge,what,knowledge of what,"['knowledge', 'of', 'what']",knowledge of,"['knowledge', 'of']",of what,"['of', 'what']",0,0
12555,17,what,what,PRON,WP,21,dobj,739,O,of,they,of what they,"['of', 'what', 'they']",of what,"['of', 'what']",what they,"['what', 'they']",0,0
12556,18,they,they,PRON,PRP,21,nsubj,739,O,what,had,what they had,"['what', 'they', 'had']",what they,"['what', 'they']",they had,"['they', 'had']",0,0
12557,19,had,have,AUX,VBD,21,aux,739,O,they,done,they had done,"['they', 'had', 'done']",they had,"['they', 'had']",had done,"['had', 'done']",0,0
12558,20,done,do,VERB,VBN,17,pcomp,739,O,had,.,had done .,"['had', 'done', '.']",had done,"['had', 'done']",done .,"['done', '.']",0,0
12559,21,.,.,PUNCT,.,6,punct,739,O,done,I,done . I,"['done', '.', 'I']",done .,"['done', '.']",. I,"['.', 'I']",0,0
12560,0,I,I,PRON,PRP,2,nsubj,740,O,.,have,. I have,"['.', 'I', 'have']",. I,"['.', 'I']",I have,"['I', 'have']",0,0
12561,1,have,have,VERB,VBP,0,ROOT,740,O,I,no,I have no,"['I', 'have', 'no']",I have,"['I', 'have']",have no,"['have', 'no']",0,0
12562,2,no,no,DET,DT,4,det,740,B-NEG,have,doubt,have no doubt,"['have', 'no', 'doubt']",have no,"['have', 'no']",no doubt,"['no', 'doubt']",1,0
12563,3,doubt,doubt,NOUN,NN,2,dobj,740,O,no,that,no doubt that,"['no', 'doubt', 'that']",no doubt,"['no', 'doubt']",doubt that,"['doubt', 'that']",0,0
12564,4,that,that,SCONJ,IN,7,mark,740,O,doubt,there,doubt that there,"['doubt', 'that', 'there']",doubt that,"['doubt', 'that']",that there,"['that', 'there']",0,0
12565,5,there,there,PRON,EX,7,expl,740,O,that,were,that there were,"['that', 'there', 'were']",that there,"['that', 'there']",there were,"['there', 'were']",0,0
12566,6,were,be,VERB,VBD,4,acl,740,O,there,times,there were times,"['there', 'were', 'times']",there were,"['there', 'were']",were times,"['were', 'times']",0,0
12567,7,times,time,NOUN,NNS,7,attr,740,O,were,when,were times when,"['were', 'times', 'when']",were times,"['were', 'times']",times when,"['times', 'when']",0,0
12568,8,when,when,SCONJ,WRB,12,advmod,740,O,times,my,times when my,"['times', 'when', 'my']",times when,"['times', 'when']",when my,"['when', 'my']",0,0
12569,9,my,my,PRON,PRP$,11,poss,740,O,when,life,when my life,"['when', 'my', 'life']",when my,"['when', 'my']",my life,"['my', 'life']",0,0
12570,10,life,life,NOUN,NN,12,nsubj,740,O,my,hung,my life hung,"['my', 'life', 'hung']",my life,"['my', 'life']",life hung,"['life', 'hung']",0,0
12571,11,hung,hang,VERB,VBD,8,relcl,740,O,life,in,life hung in,"['life', 'hung', 'in']",life hung,"['life', 'hung']",hung in,"['hung', 'in']",0,0
12572,12,in,in,ADP,IN,12,prep,740,O,hung,the,hung in the,"['hung', 'in', 'the']",hung in,"['hung', 'in']",in the,"['in', 'the']",0,0
12573,13,the,the,DET,DT,15,det,740,O,in,balance,in the balance,"['in', 'the', 'balance']",in the,"['in', 'the']",the balance,"['the', 'balance']",0,0
12574,14,balance,balance,NOUN,NN,13,pobj,740,O,the,.,the balance .,"['the', 'balance', '.']",the balance,"['the', 'balance']",balance .,"['balance', '.']",0,0
12575,15,.,.,PUNCT,.,2,punct,740,O,balance,I,balance . I,"['balance', '.', 'I']",balance .,"['balance', '.']",. I,"['.', 'I']",0,0
12576,0,I,I,PRON,PRP,3,nsubjpass,741,O,.,was,. I was,"['.', 'I', 'was']",. I,"['.', 'I']",I was,"['I', 'was']",0,0
12577,1,was,be,AUX,VBD,3,auxpass,741,O,I,confined,I was confined,"['I', 'was', 'confined']",I was,"['I', 'was']",was confined,"['was', 'confined']",0,0
12578,2,confined,confine,VERB,VBN,0,ROOT,741,O,was,to,was confined to,"['was', 'confined', 'to']",was confined,"['was', 'confined']",confined to,"['confined', 'to']",0,0
12579,3,to,to,ADP,IN,3,prep,741,O,confined,my,confined to my,"['confined', 'to', 'my']",confined to,"['confined', 'to']",to my,"['to', 'my']",0,0
12580,4,my,my,PRON,PRP$,6,poss,741,O,to,room,to my room,"['to', 'my', 'room']",to my,"['to', 'my']",my room,"['my', 'room']",0,0
12581,5,room,room,NOUN,NN,4,pobj,741,O,my,",","my room ,","['my', 'room', ',']",my room,"['my', 'room']","room ,","['room', ',']",0,0
12582,6,",",",",PUNCT,",",3,punct,741,O,room,terrorized,"room , terrorized","['room', ',', 'terrorized']","room ,","['room', ',']",", terrorized","[',', 'terrorized']",0,0
12583,7,terrorized,terrorize,VERB,VBN,3,advcl,741,O,",",by,", terrorized by","[',', 'terrorized', 'by']",", terrorized","[',', 'terrorized']",terrorized by,"['terrorized', 'by']",0,0
12584,8,by,by,ADP,IN,8,agent,741,O,terrorized,the,terrorized by the,"['terrorized', 'by', 'the']",terrorized by,"['terrorized', 'by']",by the,"['by', 'the']",0,0
12585,9,the,the,DET,DT,13,det,741,O,by,most,by the most,"['by', 'the', 'most']",by the,"['by', 'the']",the most,"['the', 'most']",0,0
12586,10,most,most,ADV,RBS,12,advmod,741,O,the,horrible,the most horrible,"['the', 'most', 'horrible']",the most,"['the', 'most']",most horrible,"['most', 'horrible']",0,0
12587,11,horrible,horrible,ADJ,JJ,13,amod,741,O,most,threats,most horrible threats,"['most', 'horrible', 'threats']",most horrible,"['most', 'horrible']",horrible threats,"['horrible', 'threats']",0,0
12588,12,threats,threat,NOUN,NNS,9,pobj,741,O,horrible,",","horrible threats ,","['horrible', 'threats', ',']",horrible threats,"['horrible', 'threats']","threats ,","['threats', ',']",0,0
12589,13,",",",",PUNCT,",",3,punct,741,O,threats,cruelly,"threats , cruelly","['threats', ',', 'cruelly']","threats ,","['threats', ',']",", cruelly","[',', 'cruelly']",0,0
12590,14,cruelly,cruelly,ADV,RB,16,advmod,741,O,",",ill-used,", cruelly ill-used","[',', 'cruelly', 'ill-used']",", cruelly","[',', 'cruelly']",cruelly ill-used,"['cruelly', 'ill-used']",0,0
12591,15,ill-used,ill-used,ADJ,JJ,3,advcl,741,O,cruelly,to,cruelly ill-used to,"['cruelly', 'ill-used', 'to']",cruelly ill-used,"['cruelly', 'ill-used']",ill-used to,"['ill-used', 'to']",0,0
12592,16,to,to,PART,TO,18,aux,741,O,ill-used,break,ill-used to break,"['ill-used', 'to', 'break']",ill-used to,"['ill-used', 'to']",to break,"['to', 'break']",0,0
12593,17,break,break,VERB,VB,16,xcomp,741,O,to,my,to break my,"['to', 'break', 'my']",to break,"['to', 'break']",break my,"['break', 'my']",0,0
12594,18,my,my,PRON,PRP$,20,poss,741,O,break,spirit,break my spirit,"['break', 'my', 'spirit']",break my,"['break', 'my']",my spirit,"['my', 'spirit']",0,0
12595,19,spirit,spirit,NOUN,NN,18,dobj,741,O,my,--,my spirit --,"['my', 'spirit', '--']",my spirit,"['my', 'spirit']",spirit --,"['spirit', '--']",0,0
12596,20,--,--,PUNCT,:,3,punct,741,O,spirit,see,spirit -- see,"['spirit', '--', 'see']",spirit --,"['spirit', '--']",-- see,"['--', 'see']",0,0
12597,21,see,see,VERB,VB,3,dep,741,O,--,this,-- see this,"['--', 'see', 'this']",-- see,"['--', 'see']",see this,"['see', 'this']",0,0
12598,22,this,this,DET,DT,24,det,741,O,see,stab,see this stab,"['see', 'this', 'stab']",see this,"['see', 'this']",this stab,"['this', 'stab']",0,0
12599,23,stab,stab,NOUN,NN,22,dobj,741,O,this,on,this stab on,"['this', 'stab', 'on']",this stab,"['this', 'stab']",stab on,"['stab', 'on']",0,0
12600,24,on,on,ADP,IN,24,prep,741,O,stab,my,stab on my,"['stab', 'on', 'my']",stab on,"['stab', 'on']",on my,"['on', 'my']",0,0
12601,25,my,my,PRON,PRP$,27,poss,741,O,on,shoulder,on my shoulder,"['on', 'my', 'shoulder']",on my,"['on', 'my']",my shoulder,"['my', 'shoulder']",0,0
12602,26,shoulder,shoulder,NOUN,NN,25,pobj,741,O,my,and,my shoulder and,"['my', 'shoulder', 'and']",my shoulder,"['my', 'shoulder']",shoulder and,"['shoulder', 'and']",0,0
12603,27,and,and,CCONJ,CC,24,cc,741,O,shoulder,the,shoulder and the,"['shoulder', 'and', 'the']",shoulder and,"['shoulder', 'and']",and the,"['and', 'the']",0,0
12604,28,the,the,DET,DT,30,det,741,O,and,bruises,and the bruises,"['and', 'the', 'bruises']",and the,"['and', 'the']",the bruises,"['the', 'bruises']",0,0
12605,29,bruises,bruise,NOUN,NNS,24,conj,741,O,the,from,the bruises from,"['the', 'bruises', 'from']",the bruises,"['the', 'bruises']",bruises from,"['bruises', 'from']",0,0
12606,30,from,from,ADP,IN,30,prep,741,O,bruises,end,bruises from end,"['bruises', 'from', 'end']",bruises from,"['bruises', 'from']",from end,"['from', 'end']",0,0
12607,31,end,end,NOUN,NN,31,pobj,741,O,from,to,from end to,"['from', 'end', 'to']",from end,"['from', 'end']",end to,"['end', 'to']",0,0
12608,32,to,to,ADP,IN,32,prep,741,O,end,end,end to end,"['end', 'to', 'end']",end to,"['end', 'to']",to end,"['to', 'end']",0,0
12609,33,end,end,NOUN,NN,33,pobj,741,O,to,of,to end of,"['to', 'end', 'of']",to end,"['to', 'end']",end of,"['end', 'of']",0,0
12610,34,of,of,ADP,IN,34,prep,741,O,end,my,end of my,"['end', 'of', 'my']",end of,"['end', 'of']",of my,"['of', 'my']",0,0
12611,35,my,my,PRON,PRP$,37,poss,741,O,of,arms,of my arms,"['of', 'my', 'arms']",of my,"['of', 'my']",my arms,"['my', 'arms']",0,0
12612,36,arms,arm,NOUN,NNS,35,pobj,741,O,my,--,my arms --,"['my', 'arms', '--']",my arms,"['my', 'arms']",arms --,"['arms', '--']",0,0
12613,37,--,--,PUNCT,:,22,punct,741,O,arms,and,arms -- and,"['arms', '--', 'and']",arms --,"['arms', '--']",-- and,"['--', 'and']",0,0
12614,38,and,and,CCONJ,CC,3,cc,741,O,--,a,-- and a,"['--', 'and', 'a']",-- and,"['--', 'and']",and a,"['and', 'a']",0,0
12615,39,a,a,DET,DT,41,det,741,O,and,gag,and a gag,"['and', 'a', 'gag']",and a,"['and', 'a']",a gag,"['a', 'gag']",0,0
12616,40,gag,gag,NOUN,NN,43,nsubjpass,741,O,a,was,a gag was,"['a', 'gag', 'was']",a gag,"['a', 'gag']",gag was,"['gag', 'was']",0,0
12617,41,was,be,AUX,VBD,43,auxpass,741,O,gag,thrust,gag was thrust,"['gag', 'was', 'thrust']",gag was,"['gag', 'was']",was thrust,"['was', 'thrust']",0,0
12618,42,thrust,thrust,VERB,VBN,3,conj,741,O,was,into,was thrust into,"['was', 'thrust', 'into']",was thrust,"['was', 'thrust']",thrust into,"['thrust', 'into']",0,0
12619,43,into,into,ADP,IN,43,prep,741,O,thrust,my,thrust into my,"['thrust', 'into', 'my']",thrust into,"['thrust', 'into']",into my,"['into', 'my']",0,0
12620,44,my,my,PRON,PRP$,46,poss,741,O,into,mouth,into my mouth,"['into', 'my', 'mouth']",into my,"['into', 'my']",my mouth,"['my', 'mouth']",0,0
12621,45,mouth,mouth,NOUN,NN,44,pobj,741,O,my,on,my mouth on,"['my', 'mouth', 'on']",my mouth,"['my', 'mouth']",mouth on,"['mouth', 'on']",0,0
12622,46,on,on,ADP,IN,43,prep,741,O,mouth,the,mouth on the,"['mouth', 'on', 'the']",mouth on,"['mouth', 'on']",on the,"['on', 'the']",0,0
12623,47,the,the,DET,DT,50,det,741,O,on,one,on the one,"['on', 'the', 'one']",on the,"['on', 'the']",the one,"['the', 'one']",0,0
12624,48,one,one,NUM,CD,50,nummod,741,O,the,occasion,the one occasion,"['the', 'one', 'occasion']",the one,"['the', 'one']",one occasion,"['one', 'occasion']",0,0
12625,49,occasion,occasion,NOUN,NN,47,pobj,741,O,one,when,one occasion when,"['one', 'occasion', 'when']",one occasion,"['one', 'occasion']",occasion when,"['occasion', 'when']",0,0
12626,50,when,when,SCONJ,WRB,53,advmod,741,O,occasion,I,occasion when I,"['occasion', 'when', 'I']",occasion when,"['occasion', 'when']",when I,"['when', 'I']",0,0
12627,51,I,I,PRON,PRP,53,nsubj,741,O,when,tried,when I tried,"['when', 'I', 'tried']",when I,"['when', 'I']",I tried,"['I', 'tried']",0,0
12628,52,tried,try,VERB,VBD,43,advcl,741,O,I,to,I tried to,"['I', 'tried', 'to']",I tried,"['I', 'tried']",tried to,"['tried', 'to']",0,0
12629,53,to,to,PART,TO,55,aux,741,O,tried,call,tried to call,"['tried', 'to', 'call']",tried to,"['tried', 'to']",to call,"['to', 'call']",0,0
12630,54,call,call,VERB,VB,53,xcomp,741,O,to,from,to call from,"['to', 'call', 'from']",to call,"['to', 'call']",call from,"['call', 'from']",0,0
12631,55,from,from,ADP,IN,55,prep,741,O,call,the,call from the,"['call', 'from', 'the']",call from,"['call', 'from']",from the,"['from', 'the']",0,0
12632,56,the,the,DET,DT,58,det,741,O,from,window,from the window,"['from', 'the', 'window']",from the,"['from', 'the']",the window,"['the', 'window']",0,0
12633,57,window,window,NOUN,NN,56,pobj,741,O,the,.,the window .,"['the', 'window', '.']",the window,"['the', 'window']",window .,"['window', '.']",0,0
12634,58,.,.,PUNCT,.,43,punct,741,O,window,For,window . For,"['window', '.', 'For']",window .,"['window', '.']",. For,"['.', 'For']",0,0
12635,0,For,for,ADP,IN,7,prep,742,O,.,five,. For five,"['.', 'For', 'five']",. For,"['.', 'For']",For five,"['For', 'five']",0,0
12636,1,five,five,NUM,CD,3,nummod,742,O,For,days,For five days,"['For', 'five', 'days']",For five,"['For', 'five']",five days,"['five', 'days']",0,0
12637,2,days,day,NOUN,NNS,1,pobj,742,O,five,this,five days this,"['five', 'days', 'this']",five days,"['five', 'days']",days this,"['days', 'this']",0,0
12638,3,this,this,DET,DT,6,det,742,O,days,cruel,days this cruel,"['days', 'this', 'cruel']",days this,"['days', 'this']",this cruel,"['this', 'cruel']",0,0
12639,4,cruel,cruel,ADJ,JJ,6,amod,742,O,this,imprisonment,this cruel imprisonment,"['this', 'cruel', 'imprisonment']",this cruel,"['this', 'cruel']",cruel imprisonment,"['cruel', 'imprisonment']",0,0
12640,5,imprisonment,imprisonment,NOUN,NN,7,nsubj,742,O,cruel,continued,cruel imprisonment continued,"['cruel', 'imprisonment', 'continued']",cruel imprisonment,"['cruel', 'imprisonment']",imprisonment continued,"['imprisonment', 'continued']",0,0
12641,6,continued,continue,VERB,VBD,0,ROOT,742,O,imprisonment,",","imprisonment continued ,","['imprisonment', 'continued', ',']",imprisonment continued,"['imprisonment', 'continued']","continued ,","['continued', ',']",0,0
12642,7,",",",",PUNCT,",",7,punct,742,O,continued,with,"continued , with","['continued', ',', 'with']","continued ,","['continued', ',']",", with","[',', 'with']",0,0
12643,8,with,with,ADP,IN,7,prep,742,O,",",hardly,", with hardly","[',', 'with', 'hardly']",", with","[',', 'with']",with hardly,"['with', 'hardly']",0,0
12644,9,hardly,hardly,ADV,RB,11,advmod,742,O,with,enough,with hardly enough,"['with', 'hardly', 'enough']",with hardly,"['with', 'hardly']",hardly enough,"['hardly', 'enough']",0,0
12645,10,enough,enough,ADJ,JJ,12,amod,742,O,hardly,food,hardly enough food,"['hardly', 'enough', 'food']",hardly enough,"['hardly', 'enough']",enough food,"['enough', 'food']",0,0
12646,11,food,food,NOUN,NN,9,pobj,742,O,enough,to,enough food to,"['enough', 'food', 'to']",enough food,"['enough', 'food']",food to,"['food', 'to']",0,0
12647,12,to,to,PART,TO,14,aux,742,O,food,hold,food to hold,"['food', 'to', 'hold']",food to,"['food', 'to']",to hold,"['to', 'hold']",0,0
12648,13,hold,hold,VERB,VB,12,relcl,742,O,to,body,to hold body,"['to', 'hold', 'body']",to hold,"['to', 'hold']",hold body,"['hold', 'body']",0,0
12649,14,body,body,NOUN,NN,14,dobj,742,O,hold,and,hold body and,"['hold', 'body', 'and']",hold body,"['hold', 'body']",body and,"['body', 'and']",0,0
12650,15,and,and,CCONJ,CC,15,cc,742,O,body,soul,body and soul,"['body', 'and', 'soul']",body and,"['body', 'and']",and soul,"['and', 'soul']",0,0
12651,16,soul,soul,NOUN,NN,15,conj,742,O,and,together,and soul together,"['and', 'soul', 'together']",and soul,"['and', 'soul']",soul together,"['soul', 'together']",0,0
12652,17,together,together,ADV,RB,14,advmod,742,O,soul,.,soul together .,"['soul', 'together', '.']",soul together,"['soul', 'together']",together .,"['together', '.']",0,0
12653,18,.,.,PUNCT,.,7,punct,742,O,together,This,together . This,"['together', '.', 'This']",together .,"['together', '.']",. This,"['.', 'This']",0,0
12654,0,This,this,DET,DT,2,det,743,O,.,afternoon,. This afternoon,"['.', 'This', 'afternoon']",. This,"['.', 'This']",This afternoon,"['This', 'afternoon']",0,0
12655,1,afternoon,afternoon,NOUN,NN,7,npadvmod,743,O,This,a,This afternoon a,"['This', 'afternoon', 'a']",This afternoon,"['This', 'afternoon']",afternoon a,"['afternoon', 'a']",0,0
12656,2,a,a,DET,DT,5,det,743,O,afternoon,good,afternoon a good,"['afternoon', 'a', 'good']",afternoon a,"['afternoon', 'a']",a good,"['a', 'good']",0,0
12657,3,good,good,ADJ,JJ,5,amod,743,O,a,lunch,a good lunch,"['a', 'good', 'lunch']",a good,"['a', 'good']",good lunch,"['good', 'lunch']",0,0
12658,4,lunch,lunch,NOUN,NN,7,nsubjpass,743,O,good,was,good lunch was,"['good', 'lunch', 'was']",good lunch,"['good', 'lunch']",lunch was,"['lunch', 'was']",0,0
12659,5,was,be,AUX,VBD,7,auxpass,743,O,lunch,brought,lunch was brought,"['lunch', 'was', 'brought']",lunch was,"['lunch', 'was']",was brought,"['was', 'brought']",0,0
12660,6,brought,bring,VERB,VBN,0,ROOT,743,O,was,me,was brought me,"['was', 'brought', 'me']",was brought,"['was', 'brought']",brought me,"['brought', 'me']",0,0
12661,7,me,I,PRON,PRP,7,dobj,743,O,brought,",","brought me ,","['brought', 'me', ',']",brought me,"['brought', 'me']","me ,","['me', ',']",0,0
12662,8,",",",",PUNCT,",",7,punct,743,O,me,but,"me , but","['me', ',', 'but']","me ,","['me', ',']",", but","[',', 'but']",0,0
12663,9,but,but,CCONJ,CC,7,cc,743,O,",",the,", but the","[',', 'but', 'the']",", but","[',', 'but']",but the,"['but', 'the']",0,0
12664,10,the,the,DET,DT,12,det,743,O,but,moment,but the moment,"['but', 'the', 'moment']",but the,"['but', 'the']",the moment,"['the', 'moment']",0,0
12665,11,moment,moment,NOUN,NN,18,npadvmod,743,O,the,after,the moment after,"['the', 'moment', 'after']",the moment,"['the', 'moment']",moment after,"['moment', 'after']",0,0
